Time,Power Setpoint,Left RPM,Left Count,Right RPM,Right Count
0,50,0,0,0,0
0.10005974769592285,50,0.0,0,0.0,0
0.20003843307495117,50,10.002131916507091,2,5.0010659582535455,1
0.3000953197479248,50,24.9936037669416,5,24.989695092166226,5
0.4000563621520996,50,45.00139832267816,9,44.99748964790279,9
0.5000910758972168,50,54.99232606639949,13,59.98948334987765,13
0.6000699996948242,50,65.006124377313,18,60.0050703450434,17
0.7000904083251953,50,64.99424892835663,22,59.993194896087026,21
0.8000075817108154,50,65.01776832287392,26,60.01671429060432,25
0.9001040458679199,50,59.993223922836904,30,64.98840536316466,30
1.0001215934753418,50,59.993795910301344,34,64.9889773506291,34
1.1001241207122803,50,64.97658506228792,39,64.97189286126921,38
1.2000422477722168,50,70.01634430767005,44,65.01647066632358,43
1.3000013828277588,50,70.02802954356979,48,65.02815590222333,47
1.4000730514526367,50,65.01433787728841,52,65.01433787728841,51
1.500056266784668,50,59.99721036773378,56,64.9980497420184,56
1.600092887878418,50,59.98171250006652,60,64.98255187435115,60
1.7000126838684082,50,65.01610305673465,65,70.01694243101927,65
1.8001549243927002,50,69.97723593759565,70,64.98433786199575,69
1.9000434875488281,50,70.00686970794101,74,65.0139716323411,73
2.0000452995300293,50,64.98644022114819,78,59.993542145548275,77
2.1000726222991943,50,60.01648678197525,82,60.01648678197525,81
2.2000434398651123,50,60.0000127396953,86,60.0000127396953,85
2.3000082969665527,50,65.00916394265273,91,65.00916394265273,90
2.4001476764678955,50,69.97983062750625,96,69.97983062750625,95
2.5000905990600586,50,69.98541443791318,100,69.98541443791318,99
2.600008726119995,50,64.99301362998405,104,64.99301362998405,103
2.700014352798462,50,60.02668473392604,108,65.02640341583157,108
2.8001670837402344,50,64.97713822545286,113,64.98448180886314,112
2.900043249130249,50,64.9855478501439,117,64.99289143355416,116
3.0000991821289062,50,69.97269768973612,122,59.983117677798,120
3.1000771522521973,50,65.01522914344645,126,65.01912596655023,125
