Time,Power Setpoint,Left RPM,Left Count,Right RPM,Right Count
0,50,0,0,0,0
0.10004162788391113,50,0.0,0,0.0,0
0.20015287399291992,50,9.988887751043707,2,4.994443875521854,1
0.30007362365722656,50,19.99681907021011,4,20.006340854271453,4
0.4000406265258789,50,40.00342067481978,8,40.01294245888113,8
0.5001604557037354,50,54.984611483927345,13,54.99456143148029,12
0.6001029014587402,50,69.99107701200644,18,64.99706129997621,17
0.7001607418060303,50,69.97291402508246,22,64.9788983130522,21
0.800015926361084,50,65.03184055777471,26,70.03909183098558,26
0.9000167846679688,50,65.01722913564971,31,65.02452332383649,30
1.000098466873169,50,70.00838663300716,36,70.01568082119394,35
1.1000261306762695,50,69.9938592521698,40,69.99752159514723,40
1.200014352798462,50,64.99642968008028,44,70.00004910808184,44
1.3001136779785156,50,64.99202690927923,49,65.00060766843235,48
1.4000389575958252,50,69.99624326122182,54,65.00120459237341,53
1.5000665187835693,50,69.9883766894615,58,64.99333802061308,57
1.6000947952270508,50,65.00752965518562,62,70.00611623267717,62
1.7001330852508545,50,69.97735298079004,68,64.9797670950972,66
1.8001322746276855,50,69.98302582546735,72,69.98548047126151,71
1.9000365734100342,50,70.0078380940244,76,70.01649580695779,76
2.0000362396240234,50,65.01940415125244,81,70.02421763801401,80
2.1000478267669678,50,70.01634557518416,86,65.02169782048277,84
2.2000668048858643,50,69.99339209308296,90,64.99300596785628,89
2.3000328540802,50,65.00010111353191,94,70.001429794469,94
2.4000022411346436,50,65.01065314363987,99,70.00987141855538,98
2.5000267028808594,50,70.00833410624062,104,70.00850110705063,103
2.600048780441284,50,69.99712710154768,108,69.99449235118445,108
2.700129985809326,50,74.965129678031,114,69.97213999150831,112
2.8000755310058594,50,69.98214051358413,118,69.99187505070539,117
2.900144577026367,50,69.97275537507245,122,64.98359354655942,121
3.000145435333252,50,64.99688264372195,127,69.99960686736591,126
3.1001265048980713,50,69.99071925401431,132,64.98977255304065,130
3.2000491619110107,50,70.01999950053654,136,70.02292294219984,135
3.300152063369751,50,64.99965493931892,140,69.99743859695795,140
3.4000048637390137,50,70.03914642269126,146,70.02313511855708,144
3.50008487701416,50,70.00767599112567,150,69.98379707910009,149
3.600168228149414,50,75.00741469747385,155,69.98867556947253,154
3.700000286102295,50,70.00524585095842,160,69.99283715735893,158
3.80000901222229,50,70.01949064025425,164,70.01064314397873,163
3.900123357772827,50,65.0174680798386,168,65.00862058356309,167
4.000108242034912,50,64.97919144389242,173,69.97875517596192,172
4.1000752449035645,50,69.98918852137648,178,64.98753812022407,176
4.200136661529541,50,69.9997557257192,182,69.99503637811132,181
4.300086736679077,50,70.00846366689542,187,70.00374431928755,186
4.400017738342285,50,70.01747315547534,192,70.01095191015148,190
4.500056743621826,50,70.02195092702624,196,70.01654912459013,195
4.600112676620483,50,64.99828313384252,200,69.99008624484925,200
4.7000062465667725,50,65.00765750149047,205,69.99758573896762,204
4.800024509429932,50,70.0108906336498,210,65.003681351117,208
4.90015172958374,50,69.99665927792292,214,64.98589215645842,213
5.0000319480896,100,70.00000470149995,219,69.99456475243342,218
5.100013971328735,100,80.01086258119119,226,80.00361065604811,224
5.200143098831177,100,94.99113794072376,233,89.99023894106953,231
5.300098657608032,100,109.97894104801632,241,109.98026509746954,240
5.4000279903411865,100,115.0009349467515,249,120.00315799585894,248
5.500045537948608,100,125.03817625122474,258,125.04127652677103,256
5.600030899047852,100,125.02624827598311,266,120.02712550242194,264
5.700065851211548,100,124.98398539909742,274,119.98486262553627,272
5.800066232681274,100,119.99172784973844,282,124.99170877632487,281
5.900084733963013,100,119.97847228836166,290,124.97845321494809,289
6.000097751617432,100,124.98659108691176,299,129.9865720134982,298
6.100039720535278,100,130.0128728242178,308,125.00996958532919,306
6.200104713439941,100,129.99429169144778,316,124.99138845255919,314
6.300116539001465,100,124.99541920816871,324,124.99192476111763,323
6.400061845779419,100,119.99117931893159,332,129.99332426836415,332
6.500032186508179,100,130.03199363074734,342,130.0311717731225,340
6.6001105308532715,100,130.00541009013622,350,125.00517944067388,348
