Time,Power Setpoint,Left RPM,Left Count,Right RPM,Right Count
0,50,0,0,0,0
0.10013890266418457,50,0.0,0,0.0,0
0.20001435279846191,50,5.00623525929321,1,5.00623525929321,1
0.30008673667907715,50,19.99538553065555,4,19.99538553065555,4
0.40004968643188477,50,40.00279832655323,8,35.00094512757881,7
0.5000014305114746,50,55.00621891085825,12,50.00436571188383,11
0.6001055240631104,50,59.99627157756916,16,54.99441837859474,15
0.7000408172607422,50,54.99857108654862,19,60.00180852150768,19
0.8000328540802002,50,54.99050800589338,23,59.99374544085243,23
0.9001593589782715,50,59.979718801476345,28,59.98927348970415,27
1.0000991821289062,50,64.98204911333958,32,59.988366366608346,31
1.1001253128051758,50,64.97523158041042,36,59.98154883367918,35
1.200035810470581,50,60.02473434936127,40,60.02473434936127,39
1.3000118732452393,50,60.01748032394513,44,60.01748032394513,43
1.4001190662384033,50,60.001289451366766,48,60.001289451366766,47
1.5000450611114502,50,59.99818493578014,52,59.99818493578014,51
1.6000714302062988,50,59.98812391577787,56,59.98812391577787,55
1.7001378536224365,50,59.996263693397886,60,59.996263693397886,59
1.800097942352295,50,59.989437147496766,64,59.989437147496766,63
1.9000630378723145,50,60.001692909667106,68,60.001692909667106,67
2.0001301765441895,50,60.00155004939054,72,60.00155004939054,71
2.1001579761505127,50,59.988006232213245,76,59.988006232213245,75
2.2001404762268066,50,59.984523496063986,80,59.984523496063986,79
2.300123691558838,50,60.00129971842358,84,60.00129971842358,83
2.4000244140625,50,60.026733325380775,88,60.026733325380775,87
2.5001332759857178,50,60.001484019456576,92,64.9960468423113,92
2.6001040935516357,50,60.0039647128606,96,64.99852753571533,96
2.7000937461853027,50,59.986159169386134,100,64.98072199224086,100
2.800147294998169,50,59.99720384727538,104,59.99720384727538,104
2.900005578994751,50,60.01974908127135,108,60.01974908127135,108
3.000138998031616,50,64.9843690769343,113,59.99103114031676,112
3.1000545024871826,50,65.01198650758228,117,60.01864857096473,116
3.200106143951416,50,64.9732801211258,121,59.97994218450825,120
3.3001034259796143,50,60.007134047173594,125,60.007134047173594,124
3.4000487327575684,50,60.00116527759767,129,60.00116527759767,128
3.5000972747802734,50,64.99935862180119,134,64.99935862180119,133
3.6000516414642334,50,65.00794584257416,138,65.00794584257416,137
3.70015811920166,50,64.97572831560761,142,64.97572831560761,141
3.800142765045166,50,59.99092923619357,146,59.99092923619357,145
3.9000144004821777,50,60.00750431616162,150,60.00750431616162,149
4.000060319900513,50,60.01959754433136,154,60.01959754433136,153
4.100118637084961,50,60.00486960239393,158,60.00486960239393,157
4.200019121170044,50,59.99908670206603,162,59.99908670206603,161
4.300074100494385,50,59.99727654774481,166,59.99727654774481,165
4.400083065032959,50,60.00714043980741,170,60.00714043980741,169
4.500119209289551,50,59.97999119081095,174,59.97999119081095,173
4.600013017654419,50,60.012241917877134,178,60.012241917877134,177
4.700012445449829,50,60.014149106453296,182,60.014149106453296,181
4.800009250640869,50,60.02201432810738,186,60.02201432810738,185
4.900015115737915,50,59.99958047316458,190,59.99958047316458,189
5.0000951290130615,100,59.98347617057396,194,59.98347617057396,193
5.100139617919922,100,69.96949645145763,200,69.96949645145763,199
5.200051307678223,100,90.0060247211195,208,79.99718589135766,205
5.3001110553741455,100,105.00111537535884,215,99.98929094462862,213
5.4000773429870605,100,110.02625942692777,222,110.01612118400597,221
5.500126838684082,100,109.97111562352006,230,119.96981621036012,229
5.600151062011719,100,114.98232784575384,238,119.98401403356225,237
5.700108528137207,100,119.98754532050089,246,114.98541772182516,244
5.80014443397522,100,119.99297662472198,254,114.99084902604625,252
5.900029897689819,100,120.04853065784049,262,115.04640305916475,260
6.000065565109253,100,115.0190307226221,269,115.0190307226221,267
6.100130319595337,100,115.00750287004765,277,115.00750287004765,275
6.200047969818115,100,109.99048199826375,284,114.9946028806623,283
6.300074100494385,100,114.99251160410387,292,119.99663248650243,291
6.400135278701782,100,114.99394031579737,300,119.99806119819591,299
6.500113010406494,100,119.97400344107238,308,114.97288977831427,306
6.6000378131866455,100,120.01455450449295,316,115.01344084173485,314
6.700158357620239,100,114.99687107088387,323,109.99575740812575,321
6.800031661987305,100,115.03870431057722,331,115.03870431057722,329
