Time,RPM Setpoint,Left RPM,Right RPM,Left Power,Right Power
0,100,0,0,0,0
0.10000157356262207,100,0.0,0.0,100,72.60540616271965
0.20011353492736816,100,14.983224577280305,9.988816384853537,100,95.05427407784327
0.3001515865325928,100,44.97181343783465,34.979307101982165,100,100
0.4001595973968506,100,74.96941037106372,69.97650352408276,100,97.58164226597508
0.5000598430633545,100,100.02612737063562,95.0226360189749,100,88.33590429555271
0.60003662109375,100,105.04566808729082,105.0402748790558,100,82.55255208999334
0.7001194953918457,100,110.01908916834547,110.0099561875652,100,77.45389332605664
0.8000481128692627,100,110.00772099694406,104.99643736190761,100,78.11856406201575
0.9001095294952393,100,109.9781087945463,104.96682515950984,100,76.65699925185089
1.0000391006469727,100,110.03175825017082,100.02461489880812,100,78.76515439963298
1.1000144481658936,100,100.0105824127278,100.0105824127278,100,78.76802208041182
1.2001190185546875,100,104.99028057657215,99.99550363424014,100,78.77581186990352
1.3000571727752686,100,104.98727252489654,99.99249558256452,100,78.7793240790062
1.4000496864318848,100,109.98249537324644,99.98734408572047,100,78.78528365786985
1.5000324249267578,100,105.03032240442327,100.02994805922931,100,78.75816412082702
1.6000421047210693,100,105.00527538609431,100.00490104090035,100,78.76743086509683
1.7000484466552734,100,110.00011835692528,100.00075251012812,95.28691373816336,78.76898334722314
1.8001132011413574,100,104.97466201255709,99.97206053667072,98.18122249970673,78.7895582645881
1.9001328945159912,100,109.97017381381045,94.96954128763481,86.4657999627633,82.42358648554166
2.00009822845459,100,99.98311385149987,99.98358107626773,98.08722492441275,80.28225710702048
2.100147247314453,100,104.9853794309327,99.98908228478979,89.3166345211805,80.2831431038517
2.2000088691711426,100,100.04175469259049,100.03656010204901,95.03962670254151,80.25198979349479
2.300161838531494,100,99.98553055126382,99.97096527050121,95.11358007796484,80.28869409239535
2.400092363357544,100,100.02701196279325,95.00897050825536,95.04936180186147,83.89230967371113
2.5001676082611084,100,99.9521965851156,99.94108362526555,95.1646839575159,81.79867096778489
2.6000494956970215,100,105.03940558375596,100.03592940998067,86.26802586318583,81.7474250793933
2.700014114379883,100,105.02746021130986,105.02746021130986,83.30516407842349,78.12002848805204
2.8001270294189453,100,100.0199398207314,100.0199398207314,89.11531763145314,80.25751385162606
2.9000954627990723,100,99.9896033441767,99.9896033441767,89.15674469078573,80.27358229962165
3.0000994205474854,100,99.97583034307225,94.97602822266133,89.18707574047234,83.91014781610461
3.100043535232544,100,105.02923744594477,100.02943532553384,80.33407927307412,81.7383702523294
3.2001469135284424,100,104.98204060286703,99.98223848245611,77.43494401673031,81.76384663564251
3.3000681400299072,100,100.0070764400192,105.01101822002397,83.21488302935661,78.12584608778084
3.400029182434082,100,94.99919747619278,100.00313925619754,91.99849928402152,80.26847646964627
3.5000827312469482,100,95.01661045992269,100.02055223992745,94.93169709248676,80.25492274950723
3.600048542022705,100,100.00493010093906,95.00322005507549,89.12912150824282,83.88493343805997
3.7000977993011475,100,99.97846835905636,99.97429666181313,89.17264617771126,81.76475281863532
3.8001186847686768,100,104.98884797020212,94.98676438360015,80.39164430465415,85.38712044272499
3.900134563446045,100,99.97211480222374,99.97094745366314,86.24085489258789,83.26232191609571
4.00012731552124,100,99.98905924555167,99.99071597087907,86.22763469517147,83.25661426326968
4.100060224533081,100,95.02090929875159,100.01712111191846,94.95133854874695,83.24023579867136
4.200153589248657,100,99.99302497617026,99.99003059715932,89.17465832369362,83.25479197996724
4.300027370452881,100,105.0350828492548,100.03172604773555,80.33372855489107,83.22754451625869
4.4000420570373535,100,105.0064456888788,105.0064456888788,77.40098377537495,79.612697123254
4.500069856643677,100,100.03075529430652,100.03075529430652,83.1677310089417,81.73335293953153
4.6000707149505615,100,94.98626539631653,94.98626539631653,92.00307882352911,85.38024508854674
4.700159311294556,100,94.96042367393413,94.96042367393413,95.02073443812615,86.88757140339229
4.80005145072937,100,100.00655319845816,100.00655319845816,89.1499890980604,84.72569536014973
4.900028944015503,100,110.01581540052523,105.01468981149877,71.58113032334633,81.09467271798587
5.000018119812012,100,105.05004428522432,105.04945996496043,74.36323517610016,79.58181171093986
5.100106954574585,100,99.98562554984757,99.9850412295837,80.25988919766186,81.7540160170404
5.200155735015869,100,89.96199384036446,94.96253510912703,97.86299137773564,85.39906680113644
5.300000905990601,100,95.01302041883385,95.01302041883385,94.93991532362406,86.85463867126266
5.400147199630737,100,99.98851921670446,99.98851921670446,89.16197627227591,84.72834798350488
5.5000035762786865,100,105.0534866878697,100.04629519159919,80.28340867201135,84.68989991295304
5.600065469741821,100,104.97756318423689,99.97037168796635,77.42118483152827,84.73119385183482
5.7000510692596436,100,100.03301192817054,100.02654055971077,83.15040299867535,84.69927974240846
5.8000733852386475,100,99.9748626042467,99.97669828206175,83.23290420749827,84.72752871106276
5.90009617805481,100,99.9885362490571,99.99037192687216,83.22379863774493,84.72453280935541
6.0000996589660645,100,99.98317124516502,99.98411275566473,83.24000543889711,84.73192552460996
6.100092649459839,100,94.9930830944726,99.992909054968,92.00744179836117,84.73026393822983
6.200087070465088,100,100.00329048465811,100.00283747985252,86.18038974012912,84.72517247173033
6.300126552581787,100,99.9924947613428,99.99024246931799,86.19738894693222,84.73345954050689
6.4000771045684814,100,105.00770712882711,105.0054548368023,77.40142672982651,81.10244115181632
6.500089168548584,100,100.00125352271034,99.99988332223067,83.22142284389426,83.24504947482353
6.6001057624816895,100,100.00811612906033,100.0078896963056,83.2086342338011,83.23928064540195
6.7000792026519775,100,94.99877082804794,94.99854439529322,91.99389011183186,86.86652748431386
