Time,Power,Left RPM,Right RPM
0,100,0,0
0.10007333755493164,100,29.978014856886915,24.981679047405763
0.20005273818969727,100,69.98625630066577,69.99095067165696
0.3001537322998047,100,119.93581019320936,114.94554917494622
0.40002965927124023,100,135.01369755875683,140.02598370802312
0.5000138282775879,100,140.01258119009177,140.02383715888567
0.6001071929931641,100,140.01638848395575,145.02259984200398
0.7001278400421143,100,139.95119700745056,139.95119700745056
0.8001172542572021,100,139.94883603986545,139.94883603986545
0.900109052658081,100,139.99957598937715,139.99957598937715
1.0001146793365479,100,145.00605206250316,145.00605206250316
1.100064754486084,100,140.02126787010283,145.02376535949386
1.200056552886963,100,140.02126787010283,140.02335524590194
1.300105333328247,100,139.99970272226184,140.00179009806095
1.4001073837280273,100,139.97890266403763,144.97828751467173
1.500117540359497,100,139.96972372811695,144.9700264723431
1.6001653671264648,100,139.97020010494964,144.9705028491758
1.7000198364257812,100,145.03660450858706,140.0371122885872
1.8000380992889404,100,140.0334655207876,145.03255254436525
1.9001619815826416,100,139.99550296506115,140.00077643940674
2.0000014305114746,100,140.00228286798435,145.01559680493713
2.1001009941101074,100,139.96574060012702,139.97996751350215
2.200061321258545,100,140.04744940638685,145.05548986899404
2.3001291751861572,100,144.94118128428352,139.9445716801474
2.4000751972198486,100,140.00754318724285,145.01633429493197
2.5001657009124756,100,139.94248795990896,139.95580016047347
2.600053310394287,100,140.03265040684838,145.042572211549
2.7001631259918213,100,144.96168474872255,144.96072108483963
2.800137996673584,100,140.01820671306896,145.01272195631066
2.9001150131225586,100,139.97344264210616,139.9668084436141
3.0000696182250977,100,140.04324243413495,140.0443637680905
3.100036859512329,100,140.04667764997006,145.04943745630646
3.200033664703369,100,140.03678068814773,145.04053019066637
3.300122022628784,100,144.97220374539043,139.97809646837507
3.4000558853149414,100,144.9872389818678,139.99480228668327
3.500093460083008,100,139.9687392317203,144.97458424935044
3.6000640392303467,100,140.0275939488106,145.0275534947317
3.7001168727874756,100,139.97404991479561,144.96806012360398
3.800145149230957,100,139.9782314068514,144.97270622588815
3.9001553058624268,100,139.95843885131282,144.95489292590344
4.000111818313599,100,145.00395463178495,145.00304898927664
4.100023984909058,100,145.056235213105,140.05674299310513
4.200027704238892,100,140.0596393769292,145.05945341735392
4.300134181976318,100,139.98470390110077,139.9898361656721
4.40010666847229,100,144.95890466037716,144.9640369249485
4.500168800354004,100,139.9357409757636,144.9348498697125
4.600135087966919,100,140.00578509531366,144.99788957730755
4.700000286102295,100,140.0595164699621,145.05162095195598
4.800087213516235,100,150.0409278328448,145.0392416450364
4.900082111358643,100,140.02610692193122,145.02636204282751
5.000101327896118,100,139.94900858654646,144.94926370744278
