Time,Power,Left RPM,Right RPM
0,100,0,0
0.10010290145874023,100,0.0,29.969161295854352
0.20013427734375,100,0.0,74.95504657621815
0.30000877380371094,100,0.0,125.01787720089588
0.40000486373901367,100,0.0,140.05047550295671
0.500103235244751,100,0.0,145.01545280693992
0.6001486778259277,100,0.0,144.92991121212484
0.7001566886901855,100,0.0,149.9241465029248
0.8000044822692871,100,0.0,145.04188121747555
0.9001145362854004,100,0.0,145.00962567241376
1.00007963180542,100,0.0,145.03108911742947
1.1001508235931396,100,0.0,144.93047830505034
1.200031042098999,100,0.0,145.04540739138346
1.3000457286834717,100,0.0,145.02060684373677
1.400007963180542,100,0.0,150.07151024254313
1.5001232624053955,100,0.0,144.95972277393017
1.6000077724456787,100,0.0,145.0248767344673
1.7000296115875244,100,0.0,139.9961613811096
1.8000431060791016,100,0.0,145.04123994318368
1.9000191688537598,100,0.0,144.99539967487306
2.0000202655792236,100,0.0,150.0046767861878
2.100004196166992,100,0.0,150.01945911904593
2.200000524520874,100,0.0,150.00932353120177
2.3001420497894287,100,0.0,144.94627552199782
2.40012526512146,100,0.0,144.94663326739078
2.500030517578125,100,0.0,144.99221607664484
2.6000568866729736,100,0.0,150.04263137087176
2.700024127960205,100,0.0,145.04898387945354
2.800004243850708,100,0.0,145.01150921176375
2.9000401496887207,100,0.0,145.0067438082847
3.000126361846924,100,0.0,149.94892860842512
3.100102424621582,100,0.0,149.950956054705
3.20007586479187,100,0.0,149.9821859727948
3.300044298171997,100,0.0,150.0410432149936
3.4000778198242188,100,0.0,150.01231652719517
3.5000417232513428,100,0.0,145.0152824075224
3.600121021270752,100,0.0,144.9598765200178
3.700082302093506,100,0.0,144.9959988169055
3.8001561164855957,100,0.0,149.94286952034574
3.9000210762023926,100,0.0,150.05009855837054
4.0000951290130615,100,0.0,144.99743236509337
4.100022554397583,100,0.0,145.0706260006502
4.200045108795166,100,0.0,144.99173990050198
4.300104856491089,100,0.0,149.99518299669566
4.400012969970703,100,0.0,150.00485484913784
4.500121831893921,100,0.0,149.96175773354585
4.600067138671875,100,0.0,150.01897531917984
4.700154542922974,100,0.0,149.92932584310677
4.800103425979614,100,0.0,150.00926915763046
4.900090217590332,100,0.0,144.98785214203767
5.000015497207642,100,0.0,145.068904231326
