Time,Power,Left RPM,Right RPM
0,100,0,0
0.10003352165222168,100,29.989946874307325,0.0
0.2000443935394287,100,69.98559859216483,0.0
0.30014920234680176,100,119.93324905540346,0.0
0.4000842571258545,100,139.97579589468387,0.0
0.5000345706939697,100,145.00251418603386,0.0
0.6001639366149902,100,139.99672427097332,0.0
0.7000703811645508,100,140.011052086698,0.0
0.8001365661621094,100,144.95561146649425,0.0
0.900052547454834,100,140.04738666154296,0.0
1.0000488758087158,100,140.00240102269706,0.0
1.1000235080718994,100,140.04815872052828,0.0
1.2001216411590576,100,144.97040638105815,0.0
1.3000850677490234,100,139.98503454657376,0.0
1.400101900100708,100,139.96393270029836,0.0
1.5000534057617188,100,145.0323082302459,0.0
1.6000747680664062,100,145.00623319028213,0.0
1.7001233100891113,100,139.9928146378364,0.0
1.8001189231872559,100,139.9707492512887,0.0
1.9000470638275146,100,145.01631575254555,0.0
2.0001673698425293,100,144.98407641033037,0.0
2.100165605545044,100,139.98267681104988,0.0
2.2001030445098877,100,139.97802139301902,0.0
2.300067663192749,100,145.04979096709295,0.0
2.4000637531280518,100,145.05075661713212,0.0
2.500143051147461,100,139.98380068352424,0.0
2.6000773906707764,100,139.99895557254817,0.0
2.700136184692383,100,144.96781623735885,0.0
2.8000833988189697,100,145.02723825994843,0.0
2.900139331817627,100,139.96923067193757,0.0
3.000047445297241,100,140.0445959238939,0.0
3.100132942199707,100,144.9781178018155,0.0
3.20003604888916,100,145.04691785896173,0.0
3.3001511096954346,100,139.949214488438,0.0
3.40010929107666,100,140.0128444793202,0.0
3.500086784362793,100,144.98045609145277,0.0
3.6000640392303467,100,150.04354910081122,0.0
3.700056314468384,100,145.02610745520929,0.0
3.8000311851501465,100,140.02616260053762,0.0
3.900109052658081,100,139.97588398620888,0.0
4.000133752822876,100,144.96006054212103,0.0
4.10015869140625,100,149.9362833237305,0.0
4.200004816055298,100,145.04453740598294,0.0
4.3000328540802,100,140.04427086403413,0.0
4.400083541870117,100,140.0314059916253,0.0
4.500121355056763,100,144.94315592334505,0.0
4.600018262863159,100,150.0073687895973,0.0
4.700141668319702,100,144.97723583497395,0.0
4.800107717514038,100,140.01141833308148,0.0
4.900112628936768,100,139.95736345067778,0.0
5.000104904174805,100,145.0166901398718,0.0
