Time,Power,Left RPM,Right RPM
0,0.0,0,0
0.1000220775604248,0.0,0.0,0.0
0.20000839233398438,0.0,0.0,0.0
0.30008959770202637,0.0,0.0,0.0
0.40015339851379395,0.0,0.0,0.0
0.5001492500305176,0.0,0.0,0.0
0.6001448631286621,0.0,0.0,0.0
0.7000889778137207,0.0,0.0,0.0
0.8000402450561523,0.0,0.0,0.0
0.9001591205596924,0.0,0.0,0.0
1.0001318454742432,0.0,0.0,0.0
1.1001183986663818,0.0,0.0,0.0
1.2000856399536133,0.0,0.0,0.0
1.3000104427337646,0.0,0.0,0.0
1.400108814239502,0.0,0.0,0.0
1.5001511573791504,0.0,0.0,0.0
1.6000494956970215,0.0,0.0,0.0
1.7001473903656006,0.0,0.0,0.0
1.800039529800415,0.0,0.0,0.0
1.9001402854919434,0.0,0.0,0.0
2.000084400177002,0.0,0.0,0.0
2.1001129150390625,0.0,0.0,0.0
2.200143814086914,0.0,0.0,0.0
2.3000245094299316,0.0,0.0,0.0
2.400158643722534,0.0,0.0,0.0
2.500105142593384,0.0,0.0,0.0
2.6000773906707764,0.0,0.0,0.0
2.7000961303710938,0.0,0.0,0.0
2.8001246452331543,0.0,0.0,0.0
2.900151491165161,0.0,0.0,0.0
3.0000593662261963,0.0,0.0,0.0
3.1001644134521484,0.0,0.0,0.0
3.2000324726104736,0.0,0.0,0.0
3.3000328540802,0.0,0.0,0.0
3.4000213146209717,0.0,0.0,0.0
3.5001041889190674,0.0,0.0,0.0
3.600155830383301,0.0,0.0,0.0
3.70011305809021,0.0,0.0,0.0
3.8000106811523438,0.0,0.0,0.0
3.9000089168548584,0.0,0.0,0.0
4.000038146972656,0.0,0.0,0.0
4.100037336349487,0.0,0.0,0.0
4.200068473815918,0.0,0.0,0.0
4.300009489059448,0.0,0.0,0.0
4.400006532669067,0.0,0.0,0.0
4.5000319480896,0.0,0.0,0.0
4.600128173828125,0.0,0.0,0.0
4.700051307678223,0.0,0.0,0.0
4.800153970718384,0.0,0.0,0.0
4.900035381317139,0.0,0.0,0.0
5.00002908706665,0.0,0.0,0.0
